"Year","Gas","CSC.Sector","CSC.Subsector","value","Edgar_Class","strategy_id","primary_id","strategy","Code","design_id","Contry","source","future_id","ids"
2022,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2023,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2023,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2024,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2024,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2025,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2025,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2026,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2026,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2027,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2027,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2028,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2028,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2029,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2029,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2030,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2030,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2031,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2031,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2032,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2032,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2033,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2033,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2034,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2034,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2035,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2035,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2036,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2036,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2037,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2037,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2038,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2038,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2039,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2039,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2040,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2040,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2041,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2041,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2042,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2042,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2043,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2043,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2044,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2044,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2045,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2045,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2046,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2046,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2047,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2047,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2048,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2048,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2049,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2049,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2050,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:BAU + NDC"
2050,"CO2","Energy","EN - Industrial Combustion",0.1343966126477,"EN - Industrial Combustion:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:CO2:6003:ASP + NDC"
2022,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2022,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2023,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2023,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2024,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2024,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2025,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2025,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2026,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2026,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2027,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2027,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2028,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2028,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2029,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2029,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2030,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2030,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2031,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2031,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2032,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2032,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2033,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2033,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2034,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2034,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2035,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2035,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2036,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2036,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2037,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2037,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2038,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2038,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2039,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2039,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2040,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2040,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2041,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2041,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2042,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2042,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2043,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2043,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2044,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2044,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2045,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2045,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2046,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2046,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2047,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2047,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2048,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2048,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2049,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2049,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2050,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:BAU + NDC"
2050,"N2O","Energy","EN - Industrial Combustion",0.0669268864546592,"EN - Industrial Combustion:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Industrial Combustion:N2O:6003:ASP + NDC"
2022,"CH4","Energy","EN - Manufacturing/Construction",0.0624506474829239,"EN - Manufacturing/Construction:CH4",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Manufacturing/Construction:CH4:6003:BAU + NDC"
2022,"CH4","Energy","EN - Manufacturing/Construction",0.0624506474829239,"EN - Manufacturing/Construction:CH4",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Manufacturing/Construction:CH4:6003:ASP + NDC"
2023,"CH4","Energy","EN - Manufacturing/Construction",0.0624506474829239,"EN - Manufacturing/Construction:CH4",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Manufacturing/Construction:CH4:6003:BAU + NDC"
2023,"CH4","Energy","EN - Manufacturing/Construction",0.0624506474829239,"EN - Manufacturing/Construction:CH4",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Manufacturing/Construction:CH4:6003:ASP + NDC"
2024,"CH4","Energy","EN - Manufacturing/Construction",0.0624506474829239,"EN - Manufacturing/Construction:CH4",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Manufacturing/Construction:CH4:6003:BAU + NDC"
