sector,subsector,field,model_variable,category_value,category_name,gas,gas_name,subsector_total_field,model_variable_information
IPPU,IPPU,emission_co2e_c4f10_ippu_product_use_product_use_ods_other,PFC-31-10 Emissions from Industrial Product Use,product_use_ods_other,cat_industry,c4f10,Perflubutane/Decafluorobutane (PFC-31-10),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c4f10_ippu_production_chemicals,PFC-31-10 Emissions from Industrial Production Processes,chemicals,cat_industry,c4f10,Perflubutane/Decafluorobutane (PFC-31-10),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c4f6_ippu_production_electronics,PFC-1114 Emissions from Industrial Production Processes,electronics,cat_industry,c4f6,Hexafluorobutadiene (PFC-1114),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c4h5f5_ippu_product_use_product_use_ods_other,HFC-365mfc Emissions from Industrial Product Use,product_use_ods_other,cat_industry,c4h5f5,"1,1,1,3,3-Pentafluorobutane (HFC-365mfc)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c4h5f5_ippu_production_chemicals,HFC-365mfc Emissions from Industrial Production Processes,chemicals,cat_industry,c4h5f5,"1,1,1,3,3-Pentafluorobutane (HFC-365mfc)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c5f12_ippu_production_chemicals,Dodecafluoropentane Emissions from Industrial Production Processes,chemicals,cat_industry,c5f12,Dodecafluoropentane,emission_co2e_subsector_total_ippu,""" | Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
 | 
 | Note: Also accounted for in Other Fluorinated Compounds aggregate output emissions."""
IPPU,IPPU,emission_co2e_c5f8_ippu_production_electronics,PFC-1418 Emissions from Industrial Production Processes,electronics,cat_industry,c5f8,Octafluorocyclopentene (PFC-C-1418),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c5h2f10_ippu_product_use_product_use_ods_other,HFC-43-10mee Emissions from Industrial Product Use,product_use_ods_other,cat_industry,c5h2f10,"2,3-Dihydrodeca-fluoropentane (HFC-43-10mee)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c6f14_ippu_product_use_product_use_ods_other,PFC-51-14 Emissions from Industrial Product Use,product_use_ods_other,cat_industry,c6f14,Perfluorohexane/Tetradecafluorohexane (PFC-51-14),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c6f14_ippu_production_chemicals,PFC-51-14 Emissions from Industrial Production Processes,chemicals,cat_industry,c6f14,Perfluorohexane/Tetradecafluorohexane (PFC-51-14),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_cc4f8_ippu_production_chemicals,PFC-318 Emissions from Industrial Production Processes,chemicals,cat_industry,cc4f8,Perfluorocyclobutane (PFC-C-318),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_cc4f8_ippu_production_electronics,PFC-318 Emissions from Industrial Production Processes,electronics,cat_industry,cc4f8,Perfluorocyclobutane (PFC-C-318),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_cf4_ippu_product_use_product_use_ods_other,PFC-14 Emissions from Industrial Product Use,product_use_ods_other,cat_industry,cf4,Perfluoromethane (PFC-14),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_cf4_ippu_production_chemicals,PFC-14 Emissions from Industrial Production Processes,chemicals,cat_industry,cf4,Perfluoromethane (PFC-14),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_cf4_ippu_production_electronics,PFC-14 Emissions from Industrial Production Processes,electronics,cat_industry,cf4,Perfluoromethane (PFC-14),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_cf4_ippu_production_metals,PFC-14 Emissions from Industrial Production Processes,metals,cat_industry,cf4,Perfluoromethane (PFC-14),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_ch2f2_ippu_product_use_product_use_ods_refrigeration,HFC-32 Emissions from Industrial Product Use,product_use_ods_refrigeration,cat_industry,ch2f2,Difluoromethane (HFC-32),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_ch2f2_ippu_production_chemicals,HFC-32 Emissions from Industrial Production Processes,chemicals,cat_industry,ch2f2,Difluoromethane (HFC-32),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_ch2f2_ippu_production_electronics,HFC-32 Emissions from Industrial Production Processes,electronics,cat_industry,ch2f2,Difluoromethane (HFC-32),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_ch2fchf2_ippu_product_use_product_use_ods_other,HFC-143 Emissions from Industrial Product Use,product_use_ods_other,cat_industry,ch2fchf2,"1,1,2-Trifluoroethane (HFC-143)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_ch3cci2f_ippu_product_use_product_use_ods_other,HCFC-141b Emissions from Industrial Product Use,product_use_ods_other,cat_industry,ch3cci2f,"1,1-Dichloro-1-fluoroethane (HCFC-141b)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_ch3ccif2_ippu_product_use_product_use_ods_other,HCFC-142b Emissions from Industrial Product Use,product_use_ods_other,cat_industry,ch3ccif2,"1-Chloro-1,1-difluoroethane (HCFC-142b)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_ch3chf2_ippu_product_use_product_use_ods_other,HFC-152a Emissions from Industrial Product Use,product_use_ods_other,cat_industry,ch3chf2,"1,1-Difluoroethane (HFC-152a)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_ch3chf2_ippu_product_use_product_use_ods_refrigeration,HFC-152a Emissions from Industrial Product Use,product_use_ods_refrigeration,cat_industry,ch3chf2,"1,1-Difluoroethane (HFC-152a)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_ch3chf2_ippu_production_chemicals,HFC-152a Emissions from Industrial Production Processes,chemicals,cat_industry,ch3chf2,"1,1-Difluoroethane (HFC-152a)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_ch3f_ippu_production_electronics,HFC-41 Emissions from Industrial Production Processes,electronics,cat_industry,ch3f,Fluoromethane (HFC-41),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_ch4_ippu_production_chemicals,:math:\text{CH}_4 Emissions from Industrial Production Processes,chemicals,cat_industry,ch4,Methane,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_ch4_ippu_production_metals,:math:\text{CH}_4 Emissions from Industrial Production Processes,metals,cat_industry,ch4,Methane,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_ch4_ippu_production_paper,:math:\text{CH}_4 Emissions from Industrial Production Processes,paper,cat_industry,ch4,Methane,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_ch4_ippu_production_plastic,:math:\text{CH}_4 Emissions from Industrial Production Processes,plastic,cat_industry,ch4,Methane,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_chf2cf3_ippu_product_use_product_use_ods_other,HFC-134a Emissions from Industrial Product Use,product_use_ods_other,cat_industry,chf2cf3,"1,1,1,2-Tetrafluoroethane (HFC-134a)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_chf2cf3_ippu_product_use_product_use_ods_refrigeration,HFC-134a Emissions from Industrial Product Use,product_use_ods_refrigeration,cat_industry,chf2cf3,"1,1,1,2-Tetrafluoroethane (HFC-134a)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_chf2cf3_ippu_production_chemicals,HFC-134a Emissions from Industrial Production Processes,chemicals,cat_industry,chf2cf3,"1,1,1,2-Tetrafluoroethane (HFC-134a)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_chf2chf2_ippu_product_use_product_use_ods_other,HFC-134 Emissions from Industrial Product Use,product_use_ods_other,cat_industry,chf2chf2,"1,1,2,2-Tetrafluoroethane (HFC-134)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_chf3_ippu_product_use_product_use_ods_other,HFC-23 Emissions from Industrial Product Use,product_use_ods_other,cat_industry,chf3,Trifluoromethane (HFC-23),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_chf3_ippu_product_use_product_use_ods_refrigeration,HFC-23 Emissions from Industrial Product Use,product_use_ods_refrigeration,cat_industry,chf3,Trifluoromethane (HFC-23),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_chf3_ippu_production_chemicals,HFC-23 Emissions from Industrial Production Processes,chemicals,cat_industry,chf3,Trifluoromethane (HFC-23),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_chf3_ippu_production_electronics,HFC-23 Emissions from Industrial Production Processes,electronics,cat_industry,chf3,Trifluoromethane (HFC-23),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_co2_ippu_product_use_product_use_lubricants,:math:\text{CO}_2 Emissions from Industrial Product Use,product_use_lubricants,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_co2_ippu_product_use_product_use_other,:math:\text{CO}_2 Emissions from Industrial Product Use,product_use_other,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_co2_ippu_product_use_product_use_paraffin_wax,:math:\text{CO}_2 Emissions from Industrial Product Use,product_use_paraffin_wax,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_co2_ippu_production_cement,:math:\text{CO}_2 Emissions from Industrial Production Processes,cement,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_co2_ippu_production_chemicals,:math:\text{CO}_2 Emissions from Industrial Production Processes,chemicals,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_co2_ippu_production_glass,:math:\text{CO}_2 Emissions from Industrial Production Processes,glass,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_co2_ippu_production_lime_and_carbonite,:math:\text{CO}_2 Emissions from Industrial Production Processes,lime_and_carbonite,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_co2_ippu_production_metals,:math:\text{CO}_2 Emissions from Industrial Production Processes,metals,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_co2_ippu_production_paper,:math:\text{CO}_2 Emissions from Industrial Production Processes,paper,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_co2_ippu_production_plastic,:math:\text{CO}_2 Emissions from Industrial Production Processes,plastic,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_co2_ippu_production_product_use_lubricants,:math:\text{CO}_2 Emissions from Industrial Production Processes,product_use_lubricants,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_co2_ippu_production_product_use_paraffin_wax,:math:\text{CO}_2 Emissions from Industrial Production Processes,product_use_paraffin_wax,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_n2o_ippu_production_chemicals,:math:\text{N}_2\text{O} Emissions from Industrial Production Processes,chemicals,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_n2o_ippu_production_other_product_manufacturing,:math:\text{N}_2\text{O} Emissions from Industrial Production Processes,other_product_manufacturing,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_n2o_ippu_production_paper,:math:\text{N}_2\text{O} Emissions from Industrial Production Processes,paper,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_n2o_ippu_production_plastic,:math:\text{N}_2\text{O} Emissions from Industrial Production Processes,plastic,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_nf3_ippu_production_chemicals,:math:\text{NF}_3 Emissions from Industrial Production Processes,chemicals,cat_industry,nf3,Nitrogen Trifluoride,emission_co2e_subsector_total_ippu," | Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
 | 
 | Note: Also accounted for in Other Fluorinated Compounds aggregate output emissions."
IPPU,IPPU,emission_co2e_nf3_ippu_production_electronics,:math:\text{NF}_3 Emissions from Industrial Production Processes,electronics,cat_industry,nf3,Nitrogen Trifluoride,emission_co2e_subsector_total_ippu," | Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
 | 
 | Note: Also accounted for in Other Fluorinated Compounds aggregate output emissions."
IPPU,IPPU,emission_co2e_sf6_ippu_production_chemicals,:math:\text{SF}_6 Emissions from Industrial Production Processes,chemicals,cat_industry,sf6,Sulfur Hexflouride,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_sf6_ippu_production_electronics,:math:\text{SF}_6 Emissions from Industrial Production Processes,electronics,cat_industry,sf6,Sulfur Hexflouride,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_sf6_ippu_production_metals,:math:\text{SF}_6 Emissions from Industrial Production Processes,metals,cat_industry,sf6,Sulfur Hexflouride,emission_co2e_subsector_total_ippu,
IPPU,IPPU,emission_co2e_sf6_ippu_production_other_product_manufacturing,:math:\text{SF}_6 Emissions from Industrial Production Processes,other_product_manufacturing,cat_industry,sf6,Sulfur Hexflouride,emission_co2e_subsector_total_ippu,
